"taxonTypeCode","taxonID","acceptedTaxonID","scientificName","scientificNameAuthorship","taxonRank","vernacularName","taxonProtocolCategory","nameAccordingToID","nameAccordingToTitle","kingdom","subkingdom","infrakingdom","superdivision","division","subdivision","infradivision","parvdivision","superphylum","phylum","subphylum","infraphylum","superclass","class","subclass","infraclass","superorder","order","suborder","infraorder","section","subsection","superfamily","family","subfamily","tribe","subtribe","genus","subgenus","species","subspecies","variety","subvariety","form","subform","race","stirp","morph","abberation","unspecified","speciesGroup","specificEpithet","infraspecificEpithet"
"BEETLE","BEMGIL","BEMGIL","Bembidion gilae","Lindroth","species","","target","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Odontium","","","","","","","","","","","","","gilae",""
"BEETLE","BEMGOR","BEMGOR","Bembidion gordoni","Lindroth","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Plataphus","","","","","","","","","","","","","gordoni",""
"BEETLE","BEMGRA1","BEMGRA1","Bembidion graciliforme","Hayward","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Eupetedromus","","","","","","","","","","","","","graciliforme",""
"BEETLE","BEMGRA2","BEMGRA2","Bembidion grandiceps","Hayward","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Trichoplataphus","","","","","","","","","","","","","grandiceps",""
"BEETLE","BEMGRA3","BEMGRA3","Bembidion graphicum","Casey","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Notaphus","","","","","","","","","","","","","graphicum",""
"BEETLE","BEMGRA4","BEMGRA4","Bembidion grapii","Gyllenhal","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Peryphanes","","","","","","","","","","","","","grapii",""
"BEETLE","BEMGRA5","BEMGRA5","Bembidion gratiosum","Casey","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Plataphus","","","","","","","","","","","","","gratiosum",""
"BEETLE","BEMGUT","BEMGUT","Bembidion guttula","Fabricius","species","","target","http://www.itis.gov (accessed 10/07/2014)","The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","","","","","","","","","","","","","","guttula",""
"BEETLE","BEMHAG","BEMHAG","Bembidion hageni","Hayward","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Notaphus","","","","","","","","","","","","","hageni",""
"BEETLE","BEMHAL","BEMHAL","Bembidion halaeakalae","Liebherr","species","","target","doi: 10.2992/0097-4463-77.1.31","Liebherr, J. K. 2008. Taxonomic revision of Hawaiian Bembidion Latreille (Coleoptera: Carabidae: Bembidiini) with a discussion of their reductive and derivative evolutionary specializations. Annals of Carnegie Museum 77:31-78.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","","","","Bembidion","","","","","","","","","","","","","","halaeakalae",""
"BEETLE","BEMHAR","BEMHAR","Bembidion haruspex","Casey","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Plataphus","","","","","","","","","","","","","haruspex",""
"BEETLE","BEMHAS","BEMHAS","Bembidion hastii","Sahlberg","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Blepharoplataphus","","","","","","","","","","","","","hastii",""
"BEETLE","BEMHES","BEMHES","Bembidion hesperium","Fall","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Bracteon","","","","","","","","","","","","","hesperium",""
"BEETLE","BEMHON","BEMHON","Bembidion honestum","Say","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Pseudoperyphus","","","","","","","","","","","","","honestum",""
"BEETLE","BEMHOR","BEMHOR","Bembidion horni","Hayward","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Liocosmius","","","","","","","","","","","","","horni",""
"BEETLE","BEMHUM","BEMHUM","Bembidion humboldtense","Blaisdell","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Hirmoplataphus","","","","","","","","","","","","","humboldtense",""
"BEETLE","BEMHYP","BEMHYP","Bembidion hyperboraeorum","Munster","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Plataphus","","","","","","","","","","","","","hyperboraeorum",""
"BEETLE","BEMIDO","BEMIDO","Bembidion idoneum","Casey","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Notaphus","","","","","","","","","","","","","idoneum",""
"BEETLE","BEMIGN","BEMIGN","Bembidion ignicola","Blackburn","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","","","","","","","","","","","","","","ignicola",""
"BEETLE","BEMIMM","BEMIMM","Bembidion immaturum","Lindroth","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Eupetedromus","","","","","","","","","","","","","immaturum",""
"BEETLE","BEMIMP1","BEMIMP1","Bembidion impotens","Casey","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Furcacampa","","","","","","","","","","","","","impotens",""
"BEETLE","BEMIMP2","BEMIMP2","Bembidion improvidens","Casey","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Plataphus","","","","","","","","","","","","","improvidens",""
"BEETLE","BEMINA","BEMINA","Bembidion inaequale","Say","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","","","","","","","","","","","","","","inaequale",""
"BEETLE","BEMINC","BEMINC","Bembidion incrematum","LeConte","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Eupetedromus","","","","","","","","","","","","","incrematum",""
"BEETLE","BEMIND","BEMIND","Bembidion indistinctum","Dejean","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Notaphus","","","","","","","","","","","","","indistinctum",""
"BEETLE","BEMINO","BEMINO","Bembidion innocuum","Casey","species","","target","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Hydriomicrus","","","","","","","","","","","","","innocuum",""
"BEETLE","BEMINS","BEMINS","Bembidion insulatum","LeConte","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Notaphus","","","","","","","","","","","","","insulatum",""
"BEETLE","BEMINT1","BEMINT1","Bembidion integrum","Casey","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Pseudoperyphus","","","","","","","","","","","","","integrum",""
"BEETLE","BEMINT2","BEMINT2","Bembidion intermedium","Kirby","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Notaphus","","","","","","","","","","","","","intermedium",""
"BEETLE","BEMINT3","BEMINT3","Bembidion interventor","Lindroth","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Hydrium","","","","","","","","","","","","nitidum","interventor",""
"BEETLE","BEMIRI1","BEMIRI1","Bembidion iridescens","LeConte","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Trechonepha","","","","","","","","","","","","","iridescens",""
"BEETLE","BEMIRI2","BEMIRI2","Bembidion iridipenne","Bousquet and Webster","species","","target","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Eupetedromus","","","","","","","","","","","","","iridipenne",""
"BEETLE","BEMJAC","BEMJAC","Bembidion jacobianum","Casey","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Notaphus","","","","","","","","","","","","","jacobianum",""
"BEETLE","BEMJUC","BEMJUC","Bembidion jucundum","Horn","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Cyclolopha","","","","","","","","","","","","","jucundum",""
"BEETLE","BEMKAL","BEMKAL","Bembidion kalumae","Lindroth","species","","target","http://www.itis.gov (accessed 10/07/2014)","The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Plataphus","","","","","","","","","","","","","kalumae",""
"BEETLE","BEMKAM","BEMKAM","Bembidion kamakou","Liebherr","species","","target","doi: 10.2992/0097-4463-77.1.31","Liebherr, J. K. 2008. Taxonomic revision of Hawaiian Bembidion Latreille (Coleoptera: Carabidae: Bembidiini) with a discussion of their reductive and derivative evolutionary specializations. Annals of Carnegie Museum 77:31-78.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","","","","Bembidion","","","","","","","","","","","","","","kamakou",""
"BEETLE","BEMKAU","BEMKAU","Bembidion kauiense","Sharp","species","","target","doi: 10.2992/0097-4463-77.1.31","Liebherr, J. K. 2008. Taxonomic revision of Hawaiian Bembidion Latreille (Coleoptera: Carabidae: Bembidiini) with a discussion of their reductive and derivative evolutionary specializations. Annals of Carnegie Museum 77:31-78.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","","","","Bembidion","","","","","","","","","","","","","","kauiense",""
"BEETLE","BEMKAU1","BEMKAU1","Bembidion kauaiense","Sharp","species","","target","http://www.itis.gov (accessed 10/07/2014)","The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","","","","","","","","","","","","","","kauaiense",""
"BEETLE","BEMKOE","BEMKOE","Bembidion koebelei","Sharp","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","","","","Bembidion","","","","","","","","","","","","","","koebelei",""
"BEETLE","BEMKUP","BEMKUP","Bembidion kuprianovii","Mannerheim","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Plataphus","","","","","","","","","","","","","kuprianovii",""
"BEETLE","BEMLAC","BEMLAC","Bembidion lachnophoroides","Darlington","species","","target","http://www.itis.gov (accessed 10/07/2014)","The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Actedium","","","","","","","","","","","","","lachnophoroides",""
"BEETLE","BEMLAC2","BEMLAC2","Bembidion lacunarium","Zimmermann","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Peryphanes","","","","","","","","","","","","","lacunarium",""
"BEETLE","BEMLAM","BEMLAM","Bembidion lampros","Herbst","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Metallina","","","","","","","","","","","","","lampros",""
"BEETLE","BEMLAP","BEMLAP","Bembidion lapponicum","Zetterstedt","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Bracteon","","","","","","","","","","","","","lapponicum",""
"BEETLE","BEMLAT1","BEMLAT1","Bembidion latebricola","Casey","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Notaphus","","","","","","","","","","","","","latebricola",""
"BEETLE","BEMLAT2","BEMLAT2","Bembidion laticeps","LeConte","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Lymnaeum","","","","","","","","","","","","","laticeps",""
"BEETLE","BEMLAX","BEMLAX","Bembidion laxatum","Casey","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Plataphus","","","","","","","","","","","","","laxatum",""
"BEETLE","BEMLEC","BEMLEC","Bembidion lecontei","Csiki","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Notaphus","","","","","","","","","","","","","lecontei",""
"BEETLE","BEMLEN","BEMLEN","Bembidion lenae","Csiki","species","","target","isbn: 3933896061 9783933896063","Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Asioperyphus","","","","","","","","","","","","","lenae",""
"BEETLE","BEMLEV","BEMLEV","Bembidion levettei","Casey","species","","target","http://www.itis.gov (accessed 10/07/2014)","The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Bracteon","","","","","","","","","","","","","levettei",""
"BEETLE","BEMLEV1","BEMLEV1","Bembidion levigatum","Say","species","","target","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Hydrium","","","","","","","","","","","","","levigatum",""
"BEETLE","BEMLEV2","BEMLEV2","Bembidion levettei levettei","Casey","subspecies","","target","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Bracteon","","","","","","","","","","","","","levettei","levettei"
"BEETLE","BEMLEV3","BEMLEV3","Bembidion levettei carrianum","Casey","subspecies","","target","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","Trechinae","Bembidiini","","Bembidion","Bracteon","","","","","","","","","","","","","levettei","carrianum"
"BEETLE","BEMLIN","LIOLIN","Bembidion lindrothellum","","species","","target","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","Animalia","","","","","","","","","Arthropoda","","","","Insecta","","","","Coleoptera","","","","","","Carabidae","","","","Bembidion","","","","","","","","","","","","","","lindrothellum",""
